,Filename,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,DC/S,CT/S,CP/S,L1/S,L2/S,L3/S,L4/S,L5/S,L6/S,VP/S,NP/S,PP/S,Avg_NP,Avg_PP,Avg_VP,Sbar/S,treeH/S,W/S,letter/W,Syl/W,NV,VV1,svv,cvv,advvv,adjvv,LD,ttr,rttr,cttr,bttr,uber,awlF,ari,aspw,cole_l_i,dale_c_r,diff_w,flesch_k_g,flesch_e_r,gun_fog,lexi_c,linsear_w,li_x
10,781.txt,106,8,16,13,8,5,2,2,16,13.25,13.25,8.1538,1.625,2.0,1.625,0.3846,0.625,1.0,0.25,0.25,0.1538,2.0,1.2308,0.625,0.25,0.25,4.0,3.25,1.25,0.5,0.0,0.0,2.0,4.6,1.6,3.4347826087,3.4347826087,3.4347826087,0.3,9.7,15.0,4.4083333333,1.5,0.48809523810000005,0.2380952381,4.7619047619,1.5430334996000001,0.0119047619,0.0714285714,0.5666666667,0.7,7.6681158051,5.4221766847,0.9254985777,55.0420988032,0.0,9.9,1.4,12.28,8.35,0.225,6.0,75.1,17.525714285714283,105,5.125,42.62380952380953
11,794.txt,370,25,51,39,25,10,9,5,48,14.8,14.8,9.4872,1.56,2.04,1.56,0.2564,0.4,1.0,0.36,0.2,0.1282,1.92,1.2308,0.4,0.36,0.2,5.36,3.2,1.48,0.32,0.04,0.0,2.6428571429,4.6785714286,1.4285714286000002,3.3435114504000003,3.3435114504000003,3.3435114504000003,0.32142857140000003,10.392857142899999,17.08,4.2131147541,1.4754098361,0.5669642857,0.2678571429,16.071428571400002,2.8347335476,0.0669642857,0.2276785714,0.5925058548,0.5245901639,10.840119774300002,7.6651222013,0.893485064,45.3948066057,0.0117096018735363,9.7,1.4,12.17,7.9,0.19437939110070257,6.0,75.3,16.331270718232044,362,6.428571428571429,38.59060773480663
12,724.txt,138,11,16,15,11,4,3,2,17,12.5455,12.5455,9.2,1.3636,1.4545,1.3636,0.2667,0.3636,1.0,0.2727,0.1818,0.1333,1.5455,1.1333,0.3636363636,0.2727272727,0.1818181818,3.8181818182,2.0,1.5454545455000002,0.6363636364,0.0,0.0,1.6923076923,4.5384615385,1.3846153846,3.3898305085000002,3.3898305085000002,3.3898305085000002,0.3076923077,9.1538461538,14.2727272727,4.2547770701,1.5222929936,0.46226415090000006,0.18867924530000002,3.7735849057,1.3736056394999998,0.0094339623,0.10377358490000001,0.5159235669,0.6751592356999999,8.4597209754,5.9819260686,0.9223125761,55.364797908,0.01910828025477707,7.9,1.4,11.17,8.31,0.22929936305732485,5.0,77.74,16.71094890510949,137,3.9000000000000004,38.96715328467153
13,591.txt,611,45,95,68,46,19,15,20,72,13.5778,13.2826,8.9853,1.5111,2.0652,1.4783,0.2794,0.413,1.0222,0.3261,0.4348,0.2941,1.5652,1.0588,0.4222222222,0.3333333333,0.44444444439999997,4.9333333333,2.8666666667,1.2666666667,0.4,0.0,0.0,2.96,4.6,1.4,3.0695652174,3.0695652174,3.0695652174,0.42,10.02,16.0,3.9971590909,1.4360795455000002,0.6074766355,0.3676012461,43.3769470405,4.657088524,0.046728972,0.14953271029999998,0.5340909091,0.45596590909999996,12.098142701199999,8.5546787438,0.8802251364,42.4143046285,0.011363636363636364,8.4,1.4,10.61,7.22,0.15767045454545456,6.2,74.79,14.747687188019967,601,6.0,36.948922056384745
14,102.txt,163,12,24,19,12,7,5,2,22,13.5833,13.5833,8.5789,1.5833,2.0,1.5833,0.3684,0.5833,1.0,0.4167,0.1667,0.1053,1.8333,1.1579,0.5833333333,0.4166666667,0.1666666667,4.1666666667,3.0,1.1666666667,0.5,0.0,0.0,2.5384615385,4.2307692308,1.0769230769,2.9454545455,2.9454545455,2.9454545455,0.4615384615,9.8461538462,15.0,4.1555555556,1.3777777778,0.4952380952,0.27619047620000003,8.009523809500001,2.0011901221,0.0380952381,0.1047619048,0.5333333333,0.5833333333,7.8262379212,5.5339859053,0.8962062431000001,40.1845780286,0.0,7.8,1.4,9.85,7.04,0.15555555555555556,6.2,74.69,14.313580246913581,162,4.9375,34.358895705521476
15,228.txt,175,15,25,21,15,5,5,7,23,11.6667,11.6667,8.3333,1.4,1.6667,1.4,0.2381,0.3333,1.0,0.3333,0.4667,0.3333,1.5333,1.0952,0.3333333333,0.3333333333,0.4666666667,4.0,1.5333333333,1.4666666667,0.2,0.0,0.0,2.4,4.6666666667,1.3333333333,3.0714285714,3.0714285714,3.0714285714,0.3333333333,10.2,14.357142857100001,4.1343283582,1.4179104478,0.5217391304,0.2869565217,9.4695652174,2.1759555622,0.043478260899999996,0.1043478261,0.5472636815999999,0.5721393035,8.1114745824,5.7356786826,0.8947122993000001,40.3214155873,0.004975124378109453,7.8,1.4,10.42,8.2,0.21890547263681592,5.5,76.62,16.754942528735636,174,4.222222222222222,41.48505747126437
16,768.txt,89,7,12,8,7,2,2,4,12,12.7143,12.7143,11.125,1.1429,1.7143,1.1429,0.25,0.2857,1.0,0.2857,0.5714,0.5,1.7143,1.5,0.2857142857,0.2857142857,0.5714285714,5.1428571429000005,2.7142857143,1.2857142857,0.42857142859999997,0.0,0.0,2.0,3.8888888889,1.2222222222,3.5714285714,3.5714285714,3.5714285714,0.22222222219999999,9.4444444444,14.2857142857,4.0,1.43,0.3623188406,0.2173913043,3.2608695651999997,1.2768847961,0.0,0.1304347826,0.49,0.69,6.9,4.8790367902,0.9194245454000001,48.31423497189999,0.01,7.2,1.3,9.38,7.67,0.19,4.7,84.07,15.676363636363636,88,5.142857142857143,35.32727272727273
17,672.txt,146,11,24,21,11,9,6,3,15,13.2727,13.2727,6.9524,1.9091,2.1818,1.9091,0.4286,0.8182,1.0,0.5455,0.2727,0.1429,1.3636,0.7143,0.8181818181999999,0.5454545454999999,0.2727272727,5.1818181818,2.0,1.4545454544999998,0.6363636364,0.0,0.0,3.0833333332999997,4.5833333333,1.25,2.4909090909000002,2.4909090909000002,2.4909090909000002,0.6666666667,10.3333333333,15.1818181818,4.0598802395,1.4011976047999999,0.4433962264,0.32075471699999997,10.9056603774,2.3351295871,0.0,0.08490566039999999,0.5389221557,0.6347305389,8.2025262649,5.8000619447,0.9111849809,47.8438861346,0.011976047904191617,7.8,1.4,10.48,8.07,0.20958083832335328,5.6,76.22,16.522222222222222,144,5.0625,34.06896551724138
18,747.txt,256,17,38,33,18,13,9,3,40,15.0588,14.2222,7.7576,1.9412,2.1111,1.8333,0.3939,0.7222,1.0588,0.5,0.1667,0.0909,2.2222,1.2121,0.7647058823999999,0.5294117647,0.1764705882,4.9411764706,3.0588235294,1.3529411765000001,0.3529411765,0.058823529400000005,0.0,2.7777777778,5.0555555556,1.1666666667,3.2087912088,3.2087912088,3.2087912088,0.6666666667,10.3888888889,18.4375,4.1491525424,1.4711864407,0.4810126582,0.3101265823,15.196202531600001,2.7564653573,0.0632911392,0.2151898734,0.5728813559,0.5355932203,9.1991156539,6.5047570598,0.8902087166,41.0484884156,0.010169491525423728,9.9,1.5,11.59,7.63,0.17627118644067796,7.9,64.91,16.17396825396825,252,6.142857142857143,44.95873015873016
19,166.txt,458,28,72,63,30,28,14,9,54,16.3571,15.2667,7.2698,2.25,2.4,2.1,0.4444,0.9333,1.0714,0.4667,0.3,0.1429,1.8,0.8571,1.0,0.5,0.32142857140000003,5.3214285714,3.2857142857,1.4642857143,0.3571428571,0.0,0.0,3.5333333333,5.533333333300001,1.6333333333000002,3.0602409638999997,3.0602409638999997,3.0602409638999997,1.0333333332999999,10.5666666667,19.2222222222,4.0404624277,1.3757225434,0.5643153527,0.4024896266,39.0414937759,4.4182289311,0.0746887967,0.1410788382,0.549132948,0.4643545279,10.5787258795,7.480288805700001,0.877300265,39.2161711146,0.015414258188824663,9.4,1.3,10.44,7.02,0.14258188824662812,6.0,80.51,14.988672566371683,452,5.857142857142857,38.445132743362834
20,673.txt,761,50,100,79,55,21,20,20,86,15.22,13.8364,9.6329,1.58,1.8182,1.4364,0.2658,0.3818,1.1,0.3636,0.3636,0.2532,1.5636,1.0886,0.42,0.4,0.4,5.52,3.14,1.3,0.36,0.04,0.0,2.8703703704000003,5.3518518519,1.7592592593,3.2214532872,3.2214532872,3.2214532872,0.3888888889,10.3703703704,17.7959183673,4.1582568807,1.4805045872,0.5724815725,0.33169533170000004,44.7788697789,4.7317475513,0.0712530713,0.15970515970000002,0.5298165138,0.4667431193,13.7827591411,9.7458824521,0.8874612411,47.3844643374,0.006880733944954129,9.6,1.4,11.48,7.5,0.1720183486238532,6.6,73.68,15.768127490039843,753,5.0,40.79482071713147
21,143.txt,440,32,84,70,36,25,16,6,52,13.75,12.2222,6.2857,2.1875,2.3333,1.9444,0.3571,0.6944,1.125,0.4444,0.1667,0.0857,1.4444,0.7429,0.78125,0.5,0.1875,4.40625,2.3125,1.4375,0.46875,0.0,0.0,3.3939393938999998,4.696969697,0.9393939393999999,2.4967741935,2.4967741935,2.4967741935,0.8181818181999999,10.6363636364,16.935483871,3.7028571429,1.3352380952,0.5102880658,0.4115226337,41.152263374499995,4.5360921163,0.0781893004,0.18106995879999999,0.5466666667,0.4628571429,10.6053894655,7.4991428082,0.8770097658,39.169520742399996,0.007619047619047619,8.5,1.3,10.32,6.98,0.13523809523809524,5.2,82.54,14.33811320754717,424,5.125,39.1
22,775.txt,635,41,94,62,45,16,14,12,72,15.4878,14.1111,10.2419,1.5122,2.0889,1.3778,0.2581,0.3556,1.0976,0.3111,0.2667,0.1935,1.6,1.1613,0.3902439024,0.3414634146,0.2926829268,5.5609756098,3.3902439024,1.4390243902000002,0.26829268289999997,0.0487804878,0.0,3.1333333333,5.3111111111,1.5555555556,2.7322175732,2.7322175732,2.7322175732,0.3555555556,10.6222222222,17.975,3.9262865089999996,1.3963838665000001,0.5402985075,0.3641791045,44.4298507463,4.7132711966,0.0626865672,0.1582089552,0.5243393602,0.4659248957,12.493391855499999,8.8341621011,0.8838937484,44.2618167225,0.011126564673157162,8.7,1.3,10.14,7.22,0.15577190542420027,5.5,81.83,15.145806451612902,620,5.1875,37.21935483870968
23,238.txt,169,15,28,25,15,7,7,5,19,11.2667,11.2667,6.76,1.6667,1.8667,1.6667,0.28,0.4667,1.0,0.4667,0.3333,0.2,1.2667,0.76,0.4666666667,0.4666666667,0.3333333333,3.6,1.5333333333,0.8666666667,0.2666666667,0.0,0.0,2.8,4.1333333332999995,0.8,2.6129032258000002,2.6129032258000002,2.6129032258000002,0.4666666667,9.5333333333,14.2142857143,3.783919598,1.3969849246000001,0.4017857143,0.375,15.75,2.8062430401,0.0714285714,0.14285714289999998,0.5577889447,0.5628140704,7.9394694961,5.6140527197,0.8914088698,38.7334742544,0.010050251256281407,6.8,1.4,9.43,7.04,0.1507537688442211,5.3,77.13,13.668915662650603,166,3.75,32.78674698795181
24,79.txt,301,18,47,38,20,13,10,9,40,16.7222,15.05,7.9211,2.1111,2.35,1.9,0.3421,0.65,1.1111,0.5,0.45,0.2368,2.0,1.0526,0.7222222222,0.5555555556,0.5,5.6111111111000005,4.4444444444,1.8888888889,0.44444444439999997,0.0,0.0,3.0952380951999996,5.2857142857,1.619047619,2.7657657658,2.7657657658,2.7657657658,0.6190476189999999,10.6666666667,19.0,3.9707602338999997,1.3947368421000002,0.4736842105,0.3368421053,21.557894736799998,3.2831307267,0.10526315789999999,0.1421052632,0.5877192982,0.5555555556,10.274023338300001,7.2648315726,0.8992620855,46.838867326800006,0.008771929824561403,8.8,1.4,10.03,7.22,0.15497076023391812,7.1,72.46,15.394093959731544,298,4.555555555555555,36.84093959731544
25,500.txt,289,17,41,35,18,15,12,5,35,17.0,16.0556,8.2571,2.0588,2.2778,1.9444,0.4286,0.8333,1.0588,0.6667,0.2778,0.1429,1.9444,1.0,0.8823529412000001,0.7058823529000001,0.2941176471,5.6470588235,3.3529411765,1.8823529412,0.4705882353,0.0,0.0,3.7894736842000003,5.0526315789,1.3157894737,2.875,2.875,2.875,0.7368421053,10.2631578947,19.0588235294,3.9598765432,1.3919753086000002,0.4378698225,0.39053254439999996,25.775147929,3.5899267352999997,0.0946745562,0.1183431953,0.5432098765,0.5216049383,9.3888888889,6.6389470011,0.8874115762,40.433388713,0.015432098765432098,9.7,1.4,10.67,7.52,0.16666666666666666,7.3,71.85,16.317833935018054,277,6.357142857142857,38.880645161290325
26,26.txt,124,7,19,12,7,6,5,2,14,17.7143,17.7143,10.3333,1.7143,2.7143,1.7143,0.5,0.8571,1.0,0.7143,0.2857,0.1667,2.0,1.1667,0.8571428570999999,0.7142857143000001,0.2857142857,5.5714285714,2.8571428571,3.2857142857,0.8571428570999999,0.14285714289999998,0.0,5.2857142857,6.2857142857,1.8571428571000002,3.25,3.25,3.25,0.8571428570999999,13.4285714286,19.428571428599998,4.1397058824,1.4338235294,0.4814814815,0.3456790123,9.6790123457,2.1998877637,0.024691357999999997,0.037037037,0.5294117647,0.5955882353,6.9456926983,4.911346407,0.8945161541,37.265476268200004,0.0,9.6,1.4,9.8,7.85,0.19117647058823528,7.8,70.53,17.49528455284553,123,7.583333333333334,38.73821138211382
27,246.txt,328,35,53,48,36,10,9,8,26,9.3714,9.1111,6.8333,1.3714,1.4722,1.3333,0.2083,0.2778,1.0286,0.25,0.2222,0.1667,0.7222,0.5417,0.2857142857,0.2571428571,0.2285714286,3.7714285714,1.6857142857,0.8,0.0857142857,0.0,0.0,2.0,3.2857142857,0.6,2.4260869565000003,2.4260869565000003,2.4260869565000003,0.2857142857,8.2285714286,11.0,3.7298701299,1.3012987013,0.44059405939999996,0.3168316832,20.2772277228,3.1841190087,0.11386138609999999,0.11386138609999999,0.5168831169,0.5246753247,10.294873267,7.2795746986,0.8916597894,43.688016005200005,0.007792207792207792,5.7,1.3,8.55,6.73,0.13766233766233765,3.4,87.31,12.405768025078372,319,3.6500000000000004,30.40313479623825
28,205.txt,165,13,20,19,15,4,3,3,18,12.6923,11.0,8.6842,1.4615,1.3333,1.2667,0.2105,0.2667,1.1538,0.2,0.2,0.1579,1.2,0.9474,0.3076923077,0.23076923079999997,0.23076923079999997,5.0769230769,2.3846153846,1.2307692308,0.3076923077,0.0,0.0,2.0,5.4615384615,1.8461538462,3.1408450704,3.1408450704,3.1408450704,0.3076923077,9.3076923077,17.2727272727,4.1,1.4526315789,0.4310344828,0.224137931,5.8275862069,1.7069836272,0.06896551719999999,0.0948275862,0.5,0.6105263157999999,8.4155245013,5.9506744421,0.9059592877,45.7946253239,0.005263157894736842,8.3,1.4,10.72,7.63,0.18421052631578946,5.8,75.61,15.576585365853658,164,5.0,35.1609756097561
29,30.txt,263,18,37,29,20,7,7,3,23,14.6111,13.15,9.068999999999999,1.6111,1.85,1.45,0.2414,0.35,1.1111,0.35,0.15,0.1034,1.15,0.7931,0.3888888889,0.3888888889,0.1666666667,5.3888888888999995,2.2777777778,2.2777777778,0.44444444439999997,0.0,0.0,2.9,5.0,1.6,2.65,2.65,2.65,0.35,10.2,17.055555555599998,4.2377850163,1.5798045603,0.5730994152000001,0.2807017544,13.4736842105,2.5955427381,0.0409356725,0.09941520470000001,0.5537459283,0.5570032573,9.7594854887,6.9009983699,0.8978174003,45.1767230404,0.029315960912052116,9.3,1.6,12.05,7.52,0.1758957654723127,8.1,58.89,15.235862068965517,261,5.5,37.972519083969466
30,496.txt,369,25,47,35,24,10,9,12,42,14.76,15.375,10.5429,1.4,1.9583,1.4583,0.2857,0.4167,0.96,0.375,0.5,0.3429,1.75,1.2,0.4,0.36,0.48,4.92,2.48,1.88,0.16,0.2,0.0,2.6896551724,4.9655172414,1.6551724138,3.2083333332999997,3.2083333332999997,3.2083333332999997,0.41379310340000003,9.9655172414,16.56,4.229468599,1.5144927536000001,0.5305164319,0.3098591549,20.4507042254,3.1977104485,0.0516431925,0.1361502347,0.5289855072,0.5144927536,10.468378887,7.402261698999999,0.8897131448000001,43.2509577342,0.016908212560386472,9.0,1.4,11.01,7.88,0.19806763285024154,6.4,74.19,16.586301369863016,365,4.777777777777778,41.792915531335154
31,309.txt,158,12,19,15,12,3,3,2,18,13.1667,13.1667,10.5333,1.25,1.5833,1.25,0.2,0.25,1.0,0.25,0.1667,0.1333,1.5,1.2,0.25,0.25,0.1666666667,4.5833333333,2.25,1.8333333333000001,1.25,0.0,0.0,2.3333333333,4.6666666667,1.1666666667,3.125,3.125,3.125,0.25,9.0,14.833333333299999,4.1853932583999995,1.4494382022,0.5428571429,0.2285714286,5.4857142857,1.6561573424,0.0571428571,0.1523809524,0.5786516854,0.5898876404,7.8700827345,5.56498887,0.8981387017,41.0352309927,0.011235955056179775,8.6,1.4,10.83,7.03,0.15168539325842698,6.0,75.3,14.127741935483872,155,4.555555555555555,34.83548387096774
32,647.txt,439,30,46,44,30,11,9,14,47,14.6333,14.6333,9.9773,1.4667,1.5333,1.4667,0.25,0.3667,1.0,0.3,0.4667,0.3182,1.5667,1.0682,0.36666666670000003,0.3,0.4666666667,4.8666666667000005,2.4,1.4,0.5333333333,0.0,0.0,1.7567567568,4.9189189189,1.4864864865,3.4670329669999997,3.4670329669999997,3.4670329669999997,0.3243243243,8.9459459459,16.8,4.0615079365,1.4781746031999998,0.6066945607,0.2510460251,15.062761506300001,2.7443361225,0.0585774059,0.21338912129999998,0.5357142857,0.47420634920000004,10.6459061362,7.5277924208,0.8800958503,40.1972146927,0.005952380952380952,9.2,1.4,10.9,7.47,0.17063492063492064,6.6,73.68,15.689908256880734,436,5.714285714285714,41.3348623853211
33,556.txt,123,7,14,12,9,2,2,3,18,17.5714,13.6667,10.25,1.7143,1.5556,1.3333,0.1667,0.2222,1.2857,0.2222,0.3333,0.25,2.0,1.5,0.2857142857,0.2857142857,0.42857142859999997,6.8571428571,2.2857142857,1.5714285713999998,0.2857142857,0.0,0.0,1.9090909091,4.4545454545,1.3636363636000002,3.2448979592000002,3.2448979592000002,3.2448979592000002,0.2727272727,9.3636363636,18.8571428571,4.5833333333,1.5378787879,0.45454545450000006,0.2045454545,3.6818181818,1.3568010506000001,0.0227272727,0.1590909091,0.5606060606000001,0.6666666667,7.6594168621000005,5.4160256031,0.916960566,49.4408632196,0.0,12.3,1.4,13.69,8.92,0.25,7.4,71.44,19.962051282051284,117,6.071428571428571,49.17863247863248
34,110.txt,157,12,22,18,12,5,4,5,15,13.0833,13.0833,8.7222,1.5,1.8333,1.5,0.2778,0.4167,1.0,0.3333,0.4167,0.2778,1.25,0.8333,0.4166666667,0.3333333333,0.4166666667,4.6666666667,2.9166666667000003,1.1666666667,0.3333333333,0.0,0.0,3.0833333332999997,4.25,1.0,2.8039215686000003,2.8039215686000003,2.8039215686000003,0.4166666667,9.8333333333,14.916666666700001,3.9608938547,1.3854748603,0.4128440367,0.3027522936,9.9908256881,2.2350420229,0.0183486239,0.0917431193,0.5027932961,0.6089385475,8.147042511,5.7608290061,0.9043761266,44.3690772509,0.0111731843575419,7.6,1.3,9.73,7.24,0.16201117318435754,4.7,83.86,14.652467532467535,154,4.333333333333333,36.17662337662338
